id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13759894,Car,Nissan,Leaf,,Blue,Not available,Front wheel,"Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,LED-headlights,Lane departure warning system,Collision avoidance system",29400.0,,17000.0,5.0,4.0,4.0,62.0,,,385.0,CHAdeMO,100.0,
13760975,Car,Audi,e-tron,55 quattro Electrified Edition Advanced,White,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Alarm system,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",63000.0,2.0,31500.0,5.0,5.0,408.0,95.0,96.0,160000.0,406.0,"CCS,Type 2",150.0,150.0
13762877,Car,Audi,e-tron,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Manual,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Traditional,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Fog lights,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Air suspension,Tire-pressure monitoring system,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",68490.0,,11000.0,5.0,4.0,300.0,95.0,,160000.0,452.0,CCS,155.0,155.0
13763052,Car,Peugeot,e-2008,,Orange,Not available,Front wheel,"Central locking: Remote control,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Cruise control: Traditional,On board computer,Seat heaters,Driving assistant,Auto hold,LED-headlights,Folding rear seats",28950.0,1.0,11900.0,5.0,4.0,100.0,0.0,,,311.0,,,100.0
13763368,Car,Mercedes-Benz,EQA,250+ Business,Other,Not available,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,Multiactive Steering Wheel,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration",62910.0,,,,5.0,,0.0,,,,,,
13763865,Car,BMW,i4 M50,,Black,Metallic,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,Sport base,Sport seats,Parking camera: Simple camera",72690.0,,18000.0,5.0,4.0,400.0,0.0,,,,,,
13870758,Car,Cupra,Born,,Gray,Not available,Rear wheel,"Airbag,Cruise control: Adaptive,Seat heaters,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking camera: Simple camera",37950.0,,13900.0,5.0,5.0,150.0,58.0,,,,,,
13870759,Car,Tesla,Model Y,,Red,Not available,Four wheel,"Cruise control: Adaptive,On board computer,Seat heaters,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Adaptive headlights",53690.0,,7700.0,5.0,5.0,254.0,0.0,,,,,,
13870760,Car,Tesla,Model Y,,Black,Not available,Four wheel,"Cruise control: Adaptive,On board computer,Seat heaters,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Adaptive headlights",56690.0,,14100.0,5.0,5.0,393.0,0.0,,,,,,
13870831,Car,Mercedes-Benz,EQS,,Gray,Metallic,Rear wheel,"Airconditioning: Automatic,Leather upholstery,Sun hatch: With panorama,Cruise control: Traditional,Parking sensors,Electric mirrors,Satellite navigator,Multiactive Steering Wheel,Sunroof,Air suspension,Smartphone integration",89980.0,,6000.0,5.0,5.0,216.0,90.0,,,,,,
13871015,Car,Skoda,Enyaq,,Blue,Not available,Four wheel,"Cruise control: Adaptive,Satellite navigator,Multiactive Steering Wheel,Parking camera: Simple camera",48900.0,,7300.0,5.0,5.0,5.0,0.0,,,,,,
13871204,Car,Mercedes-Benz,EQE,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Sport base,Isofix-ready,Auto hold,Keyless start,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",139900.0,,12000.0,5.0,4.0,505.0,90.0,,250000.0,504.0,CCS,170.0,170.0
13871632,Car,BMW,iX,,Other,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Keyless start,Parking camera: Simple camera,Traffic sign recognition",74800.0,,6000.0,5.0,4.0,240.0,76.0,,160000.0,436.0,CCS,150.0,150.0
13871706,Car,Porsche,Taycan,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Head-Up display,Smartphone integration,Adaptive headlights,Blind spot sensor,Heated steering wheel,Folding rear seats",109800.0,,29000.0,4.0,4.0,420.0,93.0,,160000.0,464.0,CCS,270.0,270.0
13871810,Car,Renault,Megane,,Gray,Metallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Curve lights,Auto hold,Keyless start,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Lane departure warning system,Smartphone integration,Adaptive headlights,Blind spot sensor,Heated steering wheel,Battery preheating",43700.0,,13700.0,5.0,5.0,,0.0,,,,CCS,,
13872130,Car,Tesla,Model Y,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",51470.0,,19000.0,5.0,5.0,,0.0,,,,,,
13872133,Car,Tesla,Model 3,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Battery preheating",48470.0,,8700.0,5.0,4.0,,0.0,,,,,,
13872283,Car,Skoda,Enyaq,,Black,Metallic,Four wheel,"Power windows,Tow bar,Airconditioning: Automatic,Leather upholstery,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: Without memory,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Isofix-ready,Auto hold,LED-headlights,Parking camera: Simple camera,Lane departure warning system",58800.0,,11000.0,5.0,5.0,,82.0,,,500.0,CCS,135.0,
13872508,Car,Volvo,C40,,Other,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Driving assistant,Fog lights,Rain Sensor,Isofix-ready,Auto hold,Electrically operated tailgate,Lane departure warning system,Collision avoidance system",58780.0,,34000.0,5.0,5.0,300.0,0.0,,,,,,
13872516,Car,Tesla,Model Y,,White,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",50950.0,,43000.0,,,,79.0,,,533.0,CCS,250.0,
13873017,Car,Skoda,Enyaq,,Black,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Two sets of tyres,ABS brakes,Airbag,USB,Immobilizer,Traction control,Cruise control: Adaptive,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Smartphone integration,Heated steering wheel",48800.0,,41000.0,5.0,5.0,,82.0,,160000.0,526.0,CCS,135.0,135.0
13873083,Car,Mercedes-Benz,EQB,,White,Not available,Front wheel,"Airconditioning: Automatic,Multiactive Steering Wheel,Parking camera: Simple camera,Smartphone integration",46900.0,,8700.0,5.0,4.0,140.0,0.0,,,,,,
13873096,Car,Polestar,2,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,ABS brakes,Airbag,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system",43870.0,,17000.0,5.0,4.0,4.0,0.0,,,,,,
13873170,Car,Mini,Cooper,,Gray,Not available,Front wheel,"Power windows,ABS brakes,Airbag,Radio,Alarm system,Traction control,On board computer,Seat heaters,Satellite navigator,Rain Sensor,Isofix-ready,LED-headlights,Sport seats,Parking Assistant,Tire-pressure monitoring system",27800.0,,17000.0,4.0,3.0,135.0,32.6,,,237.0,,50.0,
13873260,Car,Polestar,2,,White,Nonmetallic,Four wheel,"Power steering,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Sunroof,Isofix-ready,Keyless start,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats",55900.0,,27000.0,5.0,4.0,300.0,0.0,,,,,,
13873326,Car,Mercedes-Benz,EQE,,White,Not available,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Air suspension,Traffic sign recognition,Lane departure warning system,Collision avoidance system,Blind spot sensor,Folding rear seats",68900.0,,30000.0,5.0,4.0,4.0,90.0,,,681.0,,,
13873590,Car,Kia,EV6,,Blue,Not available,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Hands-free kit,Isofix-ready,Auto hold,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system",47990.0,,52000.0,5.0,5.0,5.0,0.0,,,,,,
13873630,Car,Porsche,Taycan,,Red,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Traditional,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel",148870.0,,18000.0,4.0,5.0,440.0,93.0,,,490.0,CCS,,
13873644,Car,Polestar,2,,Black,Not available,Front wheel,"Two sets of tyres,Service manual: Paper,Cruise control: Traditional,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Hands-free kit,LED-headlights,Parking camera: Simple camera",39890.0,,33000.0,5.0,5.0,170.0,0.0,,,470.0,,,
13873791,Car,Skoda,Enyaq,,Gray,Not available,Four wheel,"Tow bar,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",55900.0,,33000.0,5.0,5.0,195.0,82.0,,,460.0,CCS,110.0,
13873823,Car,Tesla,Model 3,,White,Metallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",39880.0,,44000.0,5.0,5.0,239.0,55.0,,,448.0,"CCS,Type 2",,
13874038,Car,MG,MG5,,Black,Not available,Front wheel,"Airconditioning: Automatic,Leather upholstery,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Auto hold,Keyless start,LED-headlights,Emergency brake assist,Collision avoidance system",29900.0,,19000.0,5.0,5.0,130.0,50.3,,,,,,
13874046,Car,Citroen,e-C4,,Black,Metallic,Front wheel,"Power steering,Central locking: With key,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,CD Player,Bluetooth,Immobilizer,Traction control,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Keyless start,LED-headlights,Tire-pressure monitoring system,Smartphone integration,Emergency brake assist,Heated steering wheel,Folding rear seats",29750.0,,8000.0,5.0,5.0,100.0,50.0,,,,,,
13874123,Car,Tesla,Model Y,,White,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sport base,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",51370.0,,21000.0,5.0,5.0,,0.0,,,,,,
13874126,Car,Tesla,Model Y,,Other,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",50770.0,,32000.0,5.0,5.0,258.0,0.0,,,,,,
13874156,Car,Mercedes-Benz,EQB,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist",56890.0,,19000.0,7.0,5.0,,69.7,,,,,,
13874371,Car,Maxus,Euniq,,White,Metallic,Not available,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Internal socket,Motor heater,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Traditional,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Xenon light,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,Cargo safety net,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Air suspension,Start-stop system,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Trunk temp-control device,Blind spot sensor,Heated steering wheel,Folding rear seats",35500.0,1.0,79585.0,5.0,,,0.0,,,,,,
13874537,Car,Volkswagen,ID4,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,CD Player,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Curve lights,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Blind spot sensor,Heated steering wheel,Folding rear seats",49900.0,,42000.0,5.0,5.0,220.0,82.0,,,478.0,,,
13874869,Car,BMW,i4 M50,,Other,Nonmetallic,Four wheel,"Tow bar,Airconditioning: Automatic,Airbag,Immobilizer,Cruise control: Adaptive,Tire-pressure monitoring system",80900.0,,1650.0,,5.0,400.0,0.0,,,,,,
13874920,Car,Toyota,bZ4X,,Other,Metallic,Four wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Electric seats: Without memory,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Heated windshield,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Folding rear seats",49900.0,,16904.0,5.0,4.0,4.0,0.0,,,,,,
13875012,Car,Kia,EV6,,Black,Not available,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Hands-free kit,Isofix-ready,Parking camera: Simple camera,Folding rear seats",45900.0,,103000.0,5.0,5.0,5.0,77.0,,,506.0,,,
13875049,Car,Tesla,Model Y,,White,Not available,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats,Battery preheating",52400.0,,29000.0,5.0,5.0,258.0,0.0,,,,,,
13875055,Car,Skoda,Enyaq,,White,Nonmetallic,Four wheel,"Central locking: Keyless,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Sunroof,Isofix-ready,Auto hold,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Blind spot sensor,Heated steering wheel",59750.0,,15000.0,5.0,5.0,220.0,77.0,,160000.0,520.0,,135.0,135.0
13875077,Car,Tesla,Model 3,,Black,Not available,Four wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera",44800.0,,50000.0,5.0,4.0,258.0,0.0,,,,,,
13875477,Car,Volvo,C40,,White,Nonmetallic,Four wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,USB,Sun hatch: With panorama,Electric seats: With memory,Seat heaters,Parking sensors,Rain Sensor,Parking camera: Simple camera",53990.0,,17000.0,5.0,5.0,300.0,0.0,,,,,,
13875505,Car,Polestar,2,,Black,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,ABS brakes,Airbag,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system",41370.0,,29000.0,5.0,4.0,170.0,64.0,,,,CCS,,
13875531,Car,BMW,iX,,Black,Metallic,Four wheel,"Tow bar,Sunroof",71900.0,,15500.0,5.0,5.0,240.0,77.0,,,,,,
13875578,Car,Tesla,Model Y,,White,Not available,Four wheel,"Leather upholstery,Electric seats: Without memory,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Sunroof,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Adaptive headlights,Emergency brake assist",56890.0,,15000.0,,,,0.0,,,,,,
13875692,Car,Peugeot,e-Rifter,,Blue,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Airconditioning: Manual,ABS brakes,Airbag,Service manual: Paper,Radio,USB,Bluetooth,Immobilizer,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Isofix-ready,Auto hold,Parking camera: Simple camera,Start-stop system,Lane departure warning system",37980.0,,4000.0,5.0,4.0,,0.0,,,,,,
13875738,Car,Renault,Megane,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,LED-headlights,Parking Assistant,Lane departure warning system,Smartphone integration",39370.0,,18000.0,5.0,5.0,5.0,0.0,,,,,,
13875739,Car,Polestar,2,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system",42870.0,,19000.0,5.0,4.0,170.0,0.0,,,,,,
13875765,Car,Tesla,Model 3,,Gray,Metallic,Rear wheel,"Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Parking camera: Simple camera",39990.0,,7500.0,5.0,5.0,208.0,0.0,,,,,,
