id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13489117,Car,Nissan,Leaf,,White,Nonmetallic,Front wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Bluetooth,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Heated windshield,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Heated steering wheel,Battery preheating",29990.0,,7000.0,,,110.0,0.0,,,270.0,,50.0,50.0
13489378,Car,Ford,Mustang Mach-E,,Blue,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,USB,Sun hatch: With panorama,Cruise control: Traditional,Electric seats: Without memory,On board computer,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Isofix-ready,Keyless start,Heated windshield,LED-headlights,Parking Assistant,Parking camera: Simple camera,Lane departure warning system",70450.0,,10000.0,5.0,4.0,,98.0,,,550.0,CCS,150.0,150.0
13489505,Car,BMW,i4,,Black,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Radio,Cruise control: Traditional",59890.0,,10000.0,5.0,4.0,250.0,0.0,,,,,,
13489681,Car,BMW,iX1,,White,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Radio,Alarm system,Electric seats: With memory,LED-headlights,Sport seats",62490.0,,17000.0,5.0,4.0,200.0,0.0,,,,,,
13489882,Car,BMW,iX3,,White,Nonmetallic,Rear wheel,"Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Radio,USB,Bluetooth,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Curve lights,Keyless start,Electrically operated tailgate,Cargo safety net,LED-headlights,Sport seats,Parking camera: 360-degree camera,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats,Battery preheating",71490.0,,10000.0,5.0,4.0,210.0,0.0,,,,,,
13490551,Car,Hyundai,Ioniq 5,,Other,Metallic,Four wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Folding rear seats",64700.0,,,,5.0,,0.0,,,,,,
13493118,Car,Mercedes-Benz,EQS,,Black,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Air suspension,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",139800.0,,100.0,5.0,5.0,385.0,0.0,,,,,,
13494507,Car,Nissan,Leaf,,Black,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,USB,Seat heaters,Driving assistant,Multiactive Steering Wheel,Curve lights,Auto hold,LED-headlights,Lane departure warning system,Emergency brake assist",34633.0,,,5.0,4.0,,0.0,,,,,,
13495190,Car,Citroen,e-C4 X,,Other,Nonmetallic,Front wheel,"Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,Airbag,USB,Cruise control: Traditional,Satellite navigator,Driving assistant,Fog lights,Heated windshield,Ski hatch,LED-headlights,Parking camera: Simple camera,Blind spot sensor",40900.0,,1000.0,5.0,4.0,,0.0,,,,,,
13495587,Car,Volkswagen,ID4,,Other,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,USB,Alarm system,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Heated windshield,Electrically operated tailgate,Parking camera: Simple camera",65400.0,,,5.0,4.0,220.0,0.0,,,,,,
13496095,Car,Hyundai,Ioniq 5,,Other,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,USB,Bluetooth,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Audio input,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",57900.0,,1.0,5.0,4.0,168.0,0.0,,,,,,
13497947,Car,Mercedes-Benz,EQS,,Gray,Nonmetallic,Four wheel,"Tow bar,Leather upholstery,Airbag,Radio,Cruise control: Traditional,Electric seats: With memory,Satellite navigator,Driving assistant,Heated windshield,Air suspension",149310.0,,,5.0,4.0,,0.0,,,,,,
13498908,Car,Peugeot,e-208,Allure Pack 50 kWh 136 Automaatti,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,Cruise control: Traditional,Parking sensors,Driving assistant,Rain Sensor,Parking camera: Simple camera,Folding rear seats",39650.0,,,,5.0,,0.0,,,,,,
13499263,Car,Citroen,e-Berlingo,,Gray,Not available,Front wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Isofix-ready,Emergency brake assist",41900.0,,1000.0,7.0,5.0,100.0,0.0,,,,,,
13499491,Car,Opel,Mokka,,Red,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Bluetooth,Cruise control: Adaptive,Parking sensors,Driving assistant,Fog lights,Rain Sensor,LED-headlights,Parking camera: Simple camera",42900.0,,,5.0,4.0,,0.0,,,,,,
13501628,Car,Kia,e-Soul,,Other,Metallic,Front wheel,"Airconditioning: Automatic,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",44886.0,,,,5.0,,0.0,,,,,,
13501632,Car,Kia,e-Soul,,Black,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",46364.0,,,,5.0,,0.0,,,,,,
13501633,Car,Kia,e-Soul,,Black,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",46364.0,,,,5.0,,0.0,,,,,,
13501634,Car,Kia,e-Soul,,Black,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",46364.0,,,,5.0,,0.0,,,,,,
13502171,Car,Jaguar,I-Pace,,Black,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Manual,Leather upholstery,ABS brakes,Service manual: Electronic,Radio,USB,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Traditional,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Audio input,Hands-free kit,Isofix-ready,Curve lights,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Air suspension,Lane departure warning system,Smartphone integration,Emergency brake assist,Blind spot sensor",89800.0,,5000.0,5.0,5.0,,0.0,,,,,,
13502616,Car,Kia,e-Soul,Electro 64 kWh 204 hv,Other,Metallic,Front wheel,"Airconditioning: Automatic,Leather upholstery,Airbag,Immobilizer,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",46834.0,,,,5.0,,0.0,,,,,,
13502786,Car,Toyota,bZ4X,,White,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Manual,ABS brakes,Airbag,Radio,Bluetooth,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: With memory,Parking sensors,Satellite navigator,Driving assistant,Rain Sensor,Keyless start,Heated windshield,Parking Assistant,Parking camera: Simple camera,Lane departure warning system,Smartphone integration",55780.0,,100.0,5.0,4.0,,0.0,,,,,,
13503506,Car,Subaru,Solterra,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Audio input,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Heated steering wheel,Folding rear seats",49990.0,,,5.0,4.0,,0.0,,,,,,
13504159,Car,Mercedes-Benz,EQE,,Black,Nonmetallic,Rear wheel,"Central locking: Keyless,Power windows,Airconditioning: Automatic,Leather upholstery,Bluetooth,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Satellite navigator,Driving assistant,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Air suspension,Lane departure warning system,Smartphone integration",98480.0,,,5.0,4.0,215.0,0.0,,,,,,
13504167,Car,Volkswagen,ID4,,Red,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Airbag,USB,Alarm system,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Sport base,Keyless start,Heated windshield,Parking camera: Simple camera",65500.0,,2000.0,5.0,5.0,220.0,77.0,,,,,,
13504235,Car,Hyundai,Ioniq 6,77 kWh 229 hv Ultimate,Other,Metallic,Rear wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Head-Up display,Folding rear seats",60990.0,,,,,168.0,77.0,,,,,,
13504236,Car,Hyundai,Ioniq 6,,Other,Metallic,Four wheel,"Power windows,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Fuel / battery powered heater,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Isofix-ready,Electrically operated tailgate,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Head-Up display,Folding rear seats",65990.0,,,,,239.0,0.0,,,,,,
13504517,Car,BMW,iX,,Red,Nonmetallic,Four wheel,"Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Sunroof,Isofix-ready,Curve lights,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Blind spot sensor,Heated steering wheel,Battery preheating",114900.0,,5000.0,5.0,5.0,385.0,0.0,,,,,,
13506742,Car,Audi,Q8 e-tron,,Gray,Nonmetallic,Four wheel,"Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Manual,Leather upholstery,Airbag,USB,Electric seats: With memory,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera,Air suspension",96400.0,,11000.0,5.0,4.0,250.0,0.0,,,,,,
13763920,Car,BMW,i4,,Green,Metallic,Rear wheel,"Tow bar,Airconditioning: Automatic,Leather upholstery,Cruise control: Traditional,Rain Sensor,Multiactive Steering Wheel,Parking camera: Simple camera",62890.0,,11400.0,5.0,4.0,250.0,0.0,,,,,,
13764333,Car,Audi,e-tron GT RS,,Green,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor",109900.0,,6000.0,5.0,4.0,440.0,93.0,,,486.0,"CCS,Type 2",268.0,
13764934,Car,Mercedes-Benz,EQV,,Gray,Metallic,Front wheel,"Power steering,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Folding rear seats,Battery preheating",74870.0,,12000.0,7.0,5.0,150.0,0.0,,,,,,
13765212,Car,Nissan,Ariya,,Gray,Metallic,Front wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Service manual: Paper,Traction control,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Sunroof,Heated windshield,LED-headlights,Tire-pressure monitoring system,Lane departure warning system,Emergency brake assist,Folding rear seats",58990.0,,11000.0,5.0,4.0,4.0,0.0,,,,,,
13765213,Car,Peugeot,e-2008,Active Pack 50 kWh 136 Automaatti,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Service manual: Paper,Cruise control: Traditional,Seat heaters,Parking sensors,Electric mirrors,Driving assistant",31790.0,,13000.0,5.0,4.0,4.0,0.0,,,,,,
13765245,Car,Volkswagen,ID5,,Black,Metallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Heated steering wheel,Folding rear seats",49000.0,1.0,19000.0,5.0,,204.0,77.0,,,,,,
13765485,Car,Tesla,Model 3,Long-Range Dual Motor AWD,Gray,Not available,Four wheel,"Power steering,Central locking: Keyless,Power windows,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Xenon light,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Sunroof,Isofix-ready,Auto hold,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",45500.0,,24000.0,5.0,5.0,324.0,82.0,,,602.0,"CCS,Type 2",,
