,make,model,modelTypeName,color,driveType,price,totalOwners,kilometers,seats,power,batteryCapacity,electricRange,isSuv,metallicColor,airconditioning,parking_sensors,satellite_navigator,cruise_control_adaptive,parking_camera_simple_camera,seat_heaters,driving_assistant,alloy_wheels,electric_mirrors,lane_departure_warning_system,electrically_operated_tailgate,leather_upholstery,emergency_brake_assist,collision_avoidance_system,cruise_control_traditional,parking_assistant,tow_bar,electric_seats_with_memory,heated_steering_wheel,sunroof,sun_hatch_with_panorama,adaptive_headlights,sport_seats,fuel_battery_powered_heater,parking_camera_360-degree_camera,battery_preheating,electric_seats_without_memory,air_suspension,curve_lights,head_up_display,"sport_base,"
8,skoda,enyaq,"80x 4x4 iV - Matrix LED, Crystal Face , Mukautuva vakionopeuden säädin, Ecosuite",black,4wd,59500.0,1,1000.0,5,,82.0,510.0,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,mercedes-benz,eqe,500 4MATIC SUV - Uusi auto heti toimitukseen! Kysy lisää MB-myynti 020 7788 350,other,4wd,132280.0,1,,5,,90.6,,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
10,polestar,2,"Standard Range Single Motor 170kW 69kWh - ** Korko 4,9% / Navi / Kamera  **",gray,fwd,49900.0,1,5500.0,5,170.0,67.0,,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11,mg,mg4,Standard // Akku 51 kWh / Toimintamatka 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot / *** MG Rahoitusetu 3,white,rwd,27900.0,1,,5,125.0,51.0,350.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,skoda,enyaq,"80 iV, WLTP 500km, Plus-paketti, Kamera, Adaptiivinen vak. nop. säädin - Korkotarjous 3,99%+kulut",gray,rwd,52890.0,1,6000.0,5,150.0,82.0,500.0,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,fiat,500e,*Esittelyauto kaksin renkain nopeaan toimitukseen!*,other,fwd,36990.0,1,3000.0,4,87.0,0.0,,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,kia,ev6,,other,4wd,63900.0,1,7000.0,5,,77.5,,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,bmw,ix1,"U11 30 xDrive X-Line  * Korko 4,99% / HUD / ACC / Vetokoukku / 360° Kamera / Comfort Access / Vaihto / Rahoitus *",green,4wd,56900.0,1,7500.0,5,230.0,66.5,440.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True
16,opel,mokka-e,Comfort 136 automaatti,other,fwd,38900.0,1,,5,,50.0,,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,audi,q4 e-tron,40 e-tron Sportback,black,rwd,60960.0,1,,5,150.0,82.0,526.0,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,kia,ev6,GT-Line AWD 77kWh 325hv Premium Kattoluukku Tumma nahkaverhoilu - Panorama / Ilmastoidut nahat / HUD / Uusi auto heti to,blue,4wd,71100.0,1,,5,239.0,77.5,,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19,toyota,bz4x,"150 kW Comfort pack, Uudenveroinen ajamaton auto",black,fwd,44800.0,1,50.0,5,150.0,64.0,,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
20,renault,megane,E-TECH electric 60kWh 130hv Evolution ER,white,fwd,51340.0,1,,5,,60.0,,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,polestar,2,"Long Range Dual Motor Performance, 350kW, 78kWh | Rahoitus 4,99 % + kulut | Nappanahka, Pilot lite /",white,4wd,64800.0,1,15000.0,5,350.0,75.0,,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
22,bmw,i4,eDrive40,white,rwd,67900.0,1,6000.0,5,,83.9,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,audi,q4 e-tron,40 e-tron,white,rwd,54900.0,1,3000.0,5,150.0,82.0,516.0,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
24,skoda,enyaq,"Coupe 80 Style iV *RAHOITUS 3,9% + KULUT",black,rwd,57500.0,1,13000.0,5,150.0,82.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,ford,mustang mach-e,98 kWh 487hv AWD GT 5-ovinen,black,4wd,79720.0,1,,5,358.0,98.0,500.0,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26,mercedes-benz,eqa,"250+ Business **Distronic, MBUX-inovaatiopaketti",blue,fwd,58400.0,1,4000.0,5,,66.5,529.0,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
27,polestar,2,"Long Range Single Motor, 170kW, 78kWh | Rahoitus 4,99% + kulut",other,fwd,54900.0,1,5000.0,5,170.0,75.0,,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,tesla,model s,Long Range // HW 4.0 / Suomi-auto / Ilmastoidut etuistuimet / Säädettävä ilma-alusta //,white,4wd,96900.0,1,1000.0,5,493.0,0.0,,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False
29,skoda,enyaq,"Coupe 80x 4x4 220kW RS iV *ILP *Navi *Adapt.Cruise *P.Kam *LED Matrix / Crystal Face *Canton *HUD *Hieronta *21""Vision",white,4wd,58900.0,1,6200.0,5,220.0,82.0,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False
30,tesla,model 3,Long Range Dual Motor AWD 258kW *ILP *AMD Ryzen™ *Premium Audio *Lasikatto *2 x Renkaat! *RAHOITUS EDULLISIN EHDOIN!*,white,4wd,46800.0,1,9900.0,5,258.0,78.75,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
31,volvo,xc40,Recharge Single Plus R-Design NAVI Aut (MY23) *SYKSYN SÄHKÖISIMMÄT X-EDUT!*,green,fwd,48890.0,1,13000.0,5,,69.0,,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
32,skoda,enyaq,"80 SportLine iV *Toimitus 12/2023""",gray,rwd,64610.0,1,,5,,82.0,518.0,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,bmw,i4,M50 Super Charged,other,4wd,85900.0,1,15900.0,5,400.0,83.9,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,byd,atto3,"Comfort **BYD uutuudet nyt meillä HETI toimitukseen, WLTP range 420 km*",blue,fwd,44250.0,1,,5,150.0,60.0,420.0,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
35,bmw,ix3,"G08 M Sport Charged // Asiakasetu 6 370 € *** BMW Rahoitusetu 2,90% (+kulut)",other,rwd,69990.0,1,,5,210.0,80.0,458.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36,porsche,taycan,4S,beige,4wd,163715.0,1,,5,420.0,79.2,408.0,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
37,mercedes-benz,eqc,400 4MATIC Business AMG,gray,4wd,79900.0,1,12000.0,5,,80.0,430.0,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False
38,bmw,ix3,"G08 M Sport Charged Plus // Asiakasetu jopa 9740€! *** BMW Rahoitusetu 2,90% (+kulut)",white,rwd,69990.0,1,,5,210.0,80.0,453.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False
39,bmw,ix3,"G08 M Sport Charged Plus // Asiakasetu jopa 9740€! *** BMW Rahoitusetu 2,90% (+kulut)",white,rwd,69990.0,1,,5,210.0,80.0,453.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False
40,bmw,ix3,"G08 M Sport Charged Plus // Asiakasetu jopa 9740€! *** BMW Rahoitusetu 2,90% (+kulut)",white,rwd,69990.0,1,,5,210.0,80.0,453.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
41,volkswagen,id3,"Pro S Business Max 150 kW, akku 77 kWh, 4-paikkainen",blue,rwd,52980.0,1,,4,,77.0,543.0,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,volkswagen,id3,"Pro Performance FastLane 150 kW, akku 58 kWh",gray,rwd,43110.0,1,,5,150.0,58.0,423.0,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,volkswagen,id3,"Pro  Business Plus 150 kW, akku 58 kWh",red,rwd,45285.0,1,,5,150.0,58.0,424.0,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,volkswagen,id3,"Pro  Business Plus 150 kW, akku 58 kWh",gray,rwd,44540.0,1,,5,150.0,58.0,424.0,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,volkswagen,id3,"Pro  Business Plus 150 kW, akku 58 kWh",blue,rwd,46415.0,1,,5,150.0,58.0,424.0,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,hyundai,ioniq 6,77 kWh 229 hv Ultimate,other,rwd,57900.0,1,2000.0,5,168.0,77.4,,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
47,bmw,i4 m50,G26 i4 M50 * 544hv & 795Nm / Harman Kardon / ACC / Kaistavahti / M-sähköpenkit / Penkinläm. / 360° / Laser / Keyless ,orange,4wd,87690.0,1,370.0,5,400.0,83.9,,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False
48,cupra,born,e-Boost 170 kW 77 kWh. Kampanjahinta. Voimassa 30.9.2023 asti,gray,rwd,44900.0,1,,4,170.0,82.0,544.0,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
49,subaru,solterra,"Limited - Maavara 21 cm. Jatkuva neliveto, Heti toimitukseen! Etusi tähän autoon jopa 4000€!",gray,4wd,46585.0,1,,5,160.0,71.0,460.0,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,subaru,solterra,Touring  Syksy23 - Heti toimitukseen! Etusi tähän autoon 4500€!,blue,4wd,50575.0,1,,5,,71.0,414.0,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,polestar,2,"Long Range Dual Motor, 300kW, 78kWh | Rahoitus 4,99% + kulut | Pilot Lite ja Plus paketit",other,4wd,58800.0,1,9500.0,5,300.0,75.0,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52,volkswagen,id4,"GTX 4MOTION Business Plus,  akku 77 kWh",black,4wd,60000.0,1,,5,220.0,82.0,494.0,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,volkswagen,id4,GTX 4MOTION Business Plus Edition akku 77 kWh,black,4wd,60960.0,1,,5,220.0,82.0,494.0,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,volkswagen,id4,"Pro Performance Business Edition 150 kW, akku 77 kWh",gray,rwd,50790.0,1,,5,150.0,77.0,523.0,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,volkswagen,id5,"Pro Performance Business 150 kW, akku 77 kWh",black,rwd,56360.0,1,,5,150.0,82.0,530.0,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,volkswagen,id5,"Pro Performance Business 150 kW, akku 77 kWh",gray,rwd,53130.0,1,,5,150.0,82.0,530.0,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,mg,mg4,"Standard //Akku 51 kWh / Range 350 km / Adapt. vakkari / LED-ajovalot  / Rahoitusetu 3,99% *** MG Rahoitusetu 3.99% ",blue,rwd,28700.0,1,100.0,5,125.0,51.0,350.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,volkswagen,id3,"Pro  Business Plus 150 kW, akku 58 kWh",white,rwd,50900.0,1,50.0,5,150.0,58.0,424.0,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,mercedes-benz,eqe,350 4MATIC SUV,other,4wd,114500.0,1,10.0,5,,89.0,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
60,kia,niro,"Business Luxury 64,8kWh 204hv Kattoluukku C-Pilari Steel Gray - Tähän autoon talvipaketti 0 € ja korkotarjous 3,99% (+ku",other,fwd,54859.0,1,,5,,68.0,460.0,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
61,mercedes-benz,eqe,,black,4wd,89900.0,1,6500.0,5,215.0,89.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,nissan,leaf,N-Connecta MY22 39 kWh LED FI - Päästötöntä menoa sähköautolla. Kampanja-alennus -5.l78€ = kampanjahinta alk. 29.990€,other,fwd,30655.0,1,,5,,39.0,,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
63,bmw,i4,"eDrive40 - M-Sport, Adaptiivinen vakionopeudensäädin, Bmw Live Cockpit Plus, Connectedpackage Professional, yms",gray,rwd,64800.0,1,9000.0,5,,83.9,590.0,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64,ford,mustang mach-e,98kWh 351hv AWD Premium 5-ovinen - Nopeaan toimitukseen! Uusi ajamaton auto!,other,4wd,71390.0,1,,5,,91.0,550.0,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
65,mercedes-benz,eqe,500 4MATIC SUV,white,4wd,111470.0,1,,5,5.0,90.6,,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,mercedes-benz,eqe,500 4MATIC SUV - Erittäin hyvin tehdaslisävarustein oleva esittelyauto!,gray,4wd,139900.0,1,7602.0,5,300.0,90.6,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,mg,mg5,Luxury SR // Akku 50 kWh / Toimintamatka 310 km / Adapt. vakkari / 360° kamera / HETI AJOON! *** MG Rahoitusetu 3.99% ,black,fwd,32500.0,1,,5,130.0,50.0,310.0,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,mg,marvel r,Luxury  // Toimintamatka 402 km / Ilmalämpöpumppu / 360°kamera / LED-Matrix valot / Panorama / *** MG Rahoitusetu 3.99% ,gray,rwd,43900.0,1,,5,132.0,70.0,402.0,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69,mg,mg4,Standard // Akku 51 kWh / Toimintamatka 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot / *** MG Rahoitusetu 3,gray,rwd,28700.0,1,,5,125.0,51.0,350.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,tesla,model y,"Vetokoukku, Midnight Cherry Red",red,4wd,61400.0,1,5900.0,5,336.0,0.0,,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
71,skoda,enyaq,Coupe 80x 4x4 RS iV *Toimitus: 11/2023* *** Erä esittelyautoja erikoishintaan!,red,4wd,67900.0,1,2000.0,5,220.0,82.0,496.0,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
72,toyota,bz4x,Launch Edition,black,fwd,49900.0,1,6000.0,5,,64.0,,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,mg,mg4,Standard// Akku 51 kWh / Range 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot *** MG Rahoitusetu 3.99% ,white,rwd,27900.0,1,40.0,5,125.0,51.0,350.0,False,False,True,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74,volkswagen,id5,KORKOTROMBI: 2.99%! PRO 128 Kw Pro Performance Fastlane,white,rwd,45870.0,1,14000.0,5,,77.0,,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
75,kia,ev6,"RWD 77 kWh 229 hv, Comfort Packillä heti toimitukseen !!",other,rwd,61480.0,1,,5,,77.5,,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,mg,marvel r,Luxury (Toimintamatka 402 km / Ilmalämpöpumppu / 360°kamera / LED-Matrix valot / Panorama ) *** MG Rahoitusetu 3.99% ,blue,rwd,42900.0,1,500.0,5,132.0,70.0,402.0,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False
77,skoda,enyaq,"Coupe 80x 4x4 220kW RS iV *ILP *Navi *Adapt.Cruise *P.Kam *LED Matrix / Crystal Face *Canton *HUD *Hieronta *21""Vision",black,4wd,57900.0,1,7200.0,5,220.0,82.0,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,False
78,kia,niro,"EX 64,8 kWh 204 hv, NAVI, KIA Connect, LED, Peruutuskamera - HIENO UUSIKORINEN SÄHKÖ NIRO - Ilmainen kotiintoimitus!",other,fwd,42980.0,1,11000.0,5,5.0,68.0,460.0,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,kia,niro,"EX 64,8 kWh 204 hv, NAVI, KIA Connect, LED, Peruutuskamera - UPEA UUSIKORINEN SÄHKÖ NIRO - Ilmainen kotiintoimitus!",other,fwd,42880.0,1,25000.0,5,5.0,68.0,460.0,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,polestar,2,"Long Range Dual Motor, 300kW, 78kWh | Rahoitus 4,99% + kulut | Pilot Lite ja Plus",other,4wd,58900.0,1,2500.0,5,300.0,75.0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
81,skoda,enyaq,80x 4x4 RS iV,other,4wd,65900.0,1,1000.0,5,220.0,82.0,,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,skoda,enyaq,Coupe 80x 4x4 RS iV #Ultrapaketti #Vetokoukku #Sähköpenkit muistilla #Alustan säätö #360 kamera #HUD,green,4wd,69900.0,1,,5,220.0,62.0,496.0,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False
83,bmw,ix,"xDrive40 Fully Charged, Sport-paketti, Laser valot",other,4wd,82900.0,1,15000.0,5,240.0,76.6,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,skoda,enyaq,Coupe 80x 4x4 SportLine iV * Todella tyylikäs*,red,4wd,70900.0,1,,5,210.0,82.0,499.0,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
85,skoda,enyaq,80 iV *Toimitus: 31.10.2023 alkaen* *** Erä esittelyautoja erikoishintaan!,gray,rwd,56900.0,1,2000.0,5,,82.0,526.0,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,skoda,enyaq,Coupe 80x 4x4 RS iV #Ultra-paketti #RS-Suite Designvalinta #Vetokoukku #HUD #360 kamerat #Matrix-Led,white,4wd,69900.0,1,,5,220.0,62.0,496.0,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False
87,volkswagen,id5,"Pro Coupe 82Kwh *ACC, Lämpöpumppu,Led-Ajovalot, 19""Alut, P-Kamera, App-Connect, Keyless-Go, Discover-Pro Navi*",white,rwd,46699.0,1,7850.0,5,128.0,82.0,516.0,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
88,skoda,enyaq,80 iV - Nopeaan toimitukseen!,black,rwd,56515.0,1,,5,150.0,82.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,skoda,enyaq,60 SportLine iV - Nopeaan toimitukseen!,gray,rwd,56260.0,1,,5,132.0,62.0,,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
90,skoda,enyaq,80 Style iV - Nopeaan toimitukseen!,other,rwd,66755.0,1,,5,150.0,82.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,subaru,solterra,"Limited  Syksy23 *Kampanjahinta, etusi 4500€*",other,4wd,46590.0,1,,5,,71.0,470.0,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,skoda,enyaq,Coupe 80x 4x4 RS iV #Ultrapaketti #RS Suite Desingvalinta #Vetokoukku #HUD #Alustan säätö #MatrixLed,gray,4wd,69900.0,1,,5,220.0,82.0,496.0,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False
93,opel,mokka-e,Innovation Plus 136 automaatti,other,fwd,40870.0,1,,5,,50.0,,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,skoda,enyaq,"80x 4x4 iV - *Korko 3,99%+kulut + Kotiintoimitus alkaen 0€* -",white,4wd,58790.0,1,50.0,5,5.0,82.0,507.0,False,False,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,skoda,enyaq,"80 iV - Matrix LED-valot, Adapt.Cruise, Navi, Peruutuskamera, CCS-pikalataus",white,rwd,50990.0,1,17000.0,5,150.0,82.0,530.0,False,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,mg,mg4,Standard // Akku 51 kWh / Range 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot / *** MG Rahoitusetu 3.99% ,gray,rwd,28700.0,1,,5,125.0,51.0,350.0,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
97,mg,mg4,Standard  // Akku 51 kWh / Range 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot / *** MG Rahoitusetu 3.99% ,black,rwd,28700.0,1,,5,125.0,51.0,350.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,skoda,enyaq,Coupe 80x 4x4 RS iV,orange,4wd,75700.0,1,,5,220.0,82.0,,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,mg,mg4,Standard // Akku 51 kWh / Toimintamatka 350 km / Adapt. vakkari / Avaimeton käyttö / LED-ajovalot / *** MG Rahoitusetu 3,gray,rwd,28700.0,1,,5,,51.0,350.0,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,mercedes-benz,eqs,580 4MATIC *NOPEAAN TOIMITUKSEEN*,blue,4wd,179180.0,1,,5,,108.4,679.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
