,id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
38,13831654,Car,Opel,Corsa-e,,White,Not available,Front wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Traditional,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,LED-headlights,Parking camera: Simple camera,Lane departure warning system",24480.0,,14300.0,5.0,4.0,4.0,0.0,,,,,,
39,13831981,Car,Tesla,Model 3,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Collision avoidance system,Battery preheating",33990.0,,123000.0,5.0,4.0,,0.0,,,,,,
40,13832716,Car,Peugeot,e-2008,,Gray,Not available,Front wheel,"Central locking: Remote control,Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Airbag,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Keyless start,LED-headlights,Sport seats,Parking camera: Simple camera,Smartphone integration",27870.0,,37000.0,5.0,4.0,4.0,0.0,,,,,,
41,13832998,Car,Tesla,Model 3,,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,Cargo safety net,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",42800.0,,44809.0,,,,0.0,,,,,,
42,13833184,Car,Tesla,Model 3,Performance Dual Motor AWD,Blue,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Trunk temp-control device,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",41990.0,2.0,62000.0,5.0,5.0,373.0,76.0,96.0,192000.0,547.0,"CCS,Type 2,Schuko",250.0,250.0
43,13833553,Car,Porsche,Taycan,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Smartphone integration,Heated steering wheel",98890.0,,30000.0,5.0,4.0,390.0,79.0,,160000.0,408.0,CCS,223.0,223.0
44,13833685,Car,Mercedes-Benz,EQC,,White,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Radio,Bluetooth,Sun hatch: With panorama,Cruise control: Adaptive,Fuel / battery powered heater,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Electrically operated tailgate,LED-headlights,Traffic sign recognition,Adaptive headlights",61890.0,,9000.0,5.0,5.0,300.0,80.0,,160000.0,430.0,CCS,110.0,110.0
45,13833717,Car,Audi,e-tron,,Black,Not available,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Folding rear seats",50800.0,,52000.0,5.0,4.0,300.0,95.0,,,417.0,,,
46,13833852,Car,Volkswagen,ID4,,White,Nonmetallic,Rear wheel,"Central locking: Remote control,Alloy wheels,Airconditioning: Automatic,ABS brakes,Service manual: Electronic,Bluetooth,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,Heated windshield,LED-headlights,Smartphone integration,Collision avoidance system",39790.0,,69000.0,5.0,5.0,150.0,82.0,,,524.0,CCS,125.0,125.0
47,13834348,Car,Volkswagen,ID3,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Service manual: Electronic,Radio,USB,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,LED-headlights,Lane departure warning system",30990.0,,27000.0,5.0,5.0,150.0,0.0,,,,,,
48,13834729,Car,Tesla,Model 3,,White,Not available,Rear wheel,"Two sets of tyres,Cruise control: Adaptive,On board computer,Seat heaters,Driving assistant,Rain Sensor,Hands-free kit",37900.0,,38000.0,5.0,4.0,211.0,0.0,,,,,,
49,13834747,Car,Tesla,Model 3,,White,Not available,Rear wheel,"Tow bar,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Satellite navigator,Multiactive Steering Wheel,Hands-free kit,Sunroof,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system",38870.0,,42000.0,5.0,4.0,44.0,0.0,,,,,,
50,13834871,Car,Audi,e-tron GT RS,,Gray,Not available,Four wheel,"Central locking: Keyless,Power windows,Airconditioning: Automatic,Leather upholstery,Service manual: Paper,Cruise control: Adaptive,Seat heaters,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Keyless start,LED-headlights,Parking camera: Simple camera,Air suspension,Lane departure warning system,Head-Up display,Collision avoidance system",109800.0,,28000.0,5.0,5.0,440.0,93.4,,,488.0,CCS,270.0,
51,13834981,Car,Kia,Niro,,Other,Not available,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Airbag,Service manual: Paper,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Hands-free kit,Auto hold,Parking camera: Simple camera",36990.0,,20000.0,5.0,5.0,150.0,0.0,,,,,,
52,13835433,Car,Audi,e-tron,,Black,Not available,Four wheel,"Tow bar,Two sets of tyres,Leather upholstery,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Satellite navigator,Hands-free kit,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Air suspension",48890.0,,39000.0,5.0,4.0,230.0,64.0,,,299.0,,,
53,13835852,Car,Tesla,Model 3,,White,Nonmetallic,Four wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,CD Player,Radio,Bluetooth,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Adaptive headlights,Emergency brake assist,Collision avoidance system",42890.0,,76000.0,5.0,5.0,349.0,82.0,,,612.0,,,
54,13836456,Car,Volkswagen,ID3,,Other,Not available,Rear wheel,"Two sets of tyres,Airconditioning: Automatic,Sunroof,LED-headlights,Parking camera: Simple camera",32800.0,,34000.0,5.0,4.0,150.0,62.0,,,413.0,,,
55,13837681,Car,Tesla,Model 3,Performance Dual Motor AWD,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Bluetooth,Alarm system,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sport base,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Heated steering wheel,Battery preheating",45900.0,,21340.0,5.0,5.0,,0.0,,,,,,
56,13837747,Car,Tesla,Model 3,Dual Motor AWD Performance,White,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Xenon light,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Folding rear seats,Battery preheating",42500.0,,45285.0,5.0,5.0,510.0,0.0,,,,,,
57,13838484,Car,Mini,Cooper,,Blue,Not available,Front wheel,"Power steering,Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Traditional,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,LED-headlights,Sport seats,Parking Assistant,Start-stop system,Tire-pressure monitoring system,Adaptive headlights,Emergency brake assist,Collision avoidance system",28800.0,,45000.0,4.0,3.0,135.0,32.0,,,234.0,,,
58,13838909,Car,Volvo,XC40,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel",48690.0,,75000.0,5.0,5.0,,0.0,,,,,,
59,13839309,Car,Hyundai,Ioniq 5,,Black,Nonmetallic,Four wheel,"Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,USB,Bluetooth,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Parking Assistant,Parking camera: Simple camera",49800.0,,31000.0,5.0,5.0,,73.0,,160000.0,460.0,CCS,220.0,220.0
60,13839470,Car,Hyundai,Ioniq 5,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Bluetooth,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Blind spot sensor",43880.0,,37000.0,5.0,5.0,160.0,0.0,,,,,,
61,13839597,Car,Audi,e-tron,,Other,Metallic,Four wheel,"Cruise control: Traditional,Parking sensors,Multiactive Steering Wheel,Sport seats,Air suspension",58900.0,,47000.0,5.0,4.0,4.0,95.0,,,452.0,,,
62,13840073,Car,Nissan,Leaf,,Gray,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,CD Player,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,Auto hold,Keyless start,LED-headlights,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Blind spot sensor,Heated steering wheel",22390.0,,39000.0,5.0,4.0,,0.0,,,,,,
63,13840885,Car,Mini,Cooper,,Gray,Not available,Front wheel,"Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration",24700.0,,29000.0,4.0,2.0,135.0,0.0,,,,,,
64,13841229,Car,Peugeot,e-208,,Black,Nonmetallic,Front wheel,"Power steering,Central locking: Keyless,Power windows,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Radio,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Audio input,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Adaptive headlights",26480.0,,36000.0,5.0,4.0,,0.0,,,,,,
65,13841536,Car,Tesla,Model 3,,Other,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Manual,Leather upholstery,ABS brakes,Airbag,CD Player,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Sunroof,Auto hold,Keyless start,Electrically operated tailgate,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats",39980.0,,87000.0,5.0,4.0,,77.0,,,580.0,,,
66,13841541,Car,Tesla,Model Y,Long Range,Black,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Internal socket,Motor heater,Radio,USB,Bluetooth,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Electrically operated tailgate,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Heated steering wheel,Folding rear seats",45500.0,1.0,58000.0,5.0,5.0,,0.0,,,,,,
67,13841607,Car,Mercedes-Benz,EQV,,White,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system,Smartphone integration,Blind spot sensor,Folding rear seats",69870.0,,13000.0,7.0,5.0,,0.0,,,,,,
68,13841641,Car,Peugeot,e-208,,Blue,Nonmetallic,Front wheel,"Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Radio,Cruise control: Traditional,Parking sensors,Driving assistant,LED-headlights",25490.0,,16000.0,5.0,4.0,,0.0,,,,,,
69,13841696,Car,Volkswagen,ID4,,Other,Not available,Rear wheel,"Tow bar,Airconditioning: Automatic,Service manual: Paper,Cruise control: Adaptive,Parking sensors,Multiactive Steering Wheel,Hands-free kit,LED-headlights,Parking camera: Simple camera",38980.0,,48000.0,5.0,4.0,150.0,82.0,,,524.0,Type 2,125.0,
70,13842128,Car,Polestar,2,,Black,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,LED-headlights,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights,Collision avoidance system,Blind spot sensor,Folding rear seats",47990.0,,9000.0,5.0,4.0,300.0,78.0,,,483.0,CCS,,
71,13842167,Car,Tesla,Model 3,,White,Nonmetallic,Rear wheel,"Power steering,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Keyless start,LED-headlights,Parking camera: Simple camera,Traffic sign recognition,Lane departure warning system,Adaptive headlights,Collision avoidance system",35900.0,,59000.0,5.0,4.0,211.0,0.0,,,,,,
72,13842536,Car,BMW,i3,,Other,Not available,Rear wheel,"Central locking: Remote control,Airconditioning: Automatic,Traction control,Cruise control: Traditional,Seat heaters,Parking sensors,Fog lights,Hands-free kit,Isofix-ready,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system",27880.0,,8000.0,4.0,5.0,125.0,0.0,,,,,,
73,13842983,Car,Volkswagen,ID4,,White,Not available,Four wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Adaptive,Seat heaters,Satellite navigator,Hands-free kit,Sport base,Heated windshield,Electrically operated tailgate",48490.0,,27000.0,5.0,5.0,220.0,77.0,,,480.0,,,
74,13843076,Car,Skoda,Enyaq,,White,Not available,Rear wheel,"Tow bar,Service manual: Paper,Cruise control: Adaptive,Electric seats: Without memory,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera",51880.0,,40000.0,5.0,5.0,150.0,77.0,,,530.0,CCS,135.0,
75,13843351,Car,Tesla,Model 3,,White,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Adaptive headlights,Emergency brake assist,Blind spot sensor,Folding rear seats,Battery preheating",36690.0,,30000.0,5.0,5.0,202.0,0.0,,,448.0,CCS,,
76,13843843,Car,Volkswagen,Up!,,White,Nonmetallic,Front wheel,"Airconditioning: Automatic,Radio,Heated windshield",18460.0,,32000.0,4.0,5.0,61.0,36.0,,160000.0,260.0,CCS,40.0,40.0
77,13843981,Car,Seat,Mii Electric,,White,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Auto hold,Heated windshield",17900.0,,45000.0,4.0,5.0,,36.0,,160000.0,260.0,CCS,40.0,40.0
78,13844207,Car,Audi,e-tron,,Gray,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Folding rear seats",67890.0,,59000.0,5.0,4.0,,86.0,,,,,,
79,13844298,Car,Tesla,Model 3,,White,Metallic,Four wheel,"Central locking: Keyless,Airconditioning: Automatic,Electric seats: Without memory,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Sunroof,LED-headlights,Parking camera: Simple camera",45900.0,,38000.0,5.0,4.0,340.0,0.0,,,,,,
80,13844299,Car,Porsche,Taycan,,Black,Metallic,Four wheel,"Central locking: Keyless,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,Cruise control: Traditional,Electric seats: Without memory,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Hands-free kit,Sunroof,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Lane departure warning system",121800.0,,11000.0,5.0,4.0,420.0,0.0,,,,,,
81,13844422,Car,Volkswagen,ID3,,White,Not available,Rear wheel,"Airconditioning: Automatic,Immobilizer,Cruise control: Adaptive,Parking sensors,Electric mirrors,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,LED-headlights",33900.0,,19300.0,5.0,5.0,110.0,0.0,,,,,,
82,13844428,Car,Polestar,2,,Black,Not available,Four wheel,"Power steering,Central locking: Remote control,Power windows,Tow bar,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera",46700.0,,81000.0,5.0,5.0,300.0,78.0,,,483.0,CCS,150.0,
83,13844893,Car,Mercedes-Benz,EQA,,Gray,Metallic,Front wheel,"Power windows,Two sets of tyres,Airconditioning: Automatic,Service manual: Paper,Cruise control: Traditional,Seat heaters,Electric mirrors,Multiactive Steering Wheel,Parking camera: Simple camera,Smartphone integration",45900.0,,10000.0,5.0,5.0,140.0,66.0,,,,,,
84,13844961,Car,BMW,iX3,,Black,Metallic,Rear wheel,"Tow bar,Airconditioning: Automatic,Service manual: Paper,Immobilizer,Sun hatch: With panorama,Cruise control: Adaptive,Hands-free kit,Sunroof,LED-headlights,Sport seats,Head-Up display",51750.0,,53000.0,5.0,4.0,210.0,0.0,,,,,,
85,13845095,Car,Skoda,Enyaq,,Black,Nonmetallic,Rear wheel,"Two sets of tyres,Electrically operated tailgate",49900.0,,44000.0,5.0,,150.0,0.0,,,,,,
86,13845237,Car,Hyundai,Ioniq 5,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Immobilizer,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Traffic sign recognition,Lane departure warning system,Head-Up display,Blind spot sensor,Folding rear seats",47880.0,,41000.0,5.0,5.0,,0.0,,,,,,
87,13845548,Car,Hyundai,Ioniq Electric,,Brown,Not available,Front wheel,"Central locking: Keyless,Power windows,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Isofix-ready,LED-headlights,Parking camera: Simple camera,Emergency brake assist",27790.0,,28000.0,5.0,5.0,101.0,38.3,,,294.0,CCS,50.0,
88,13845781,Car,Volkswagen,ID4,,Blue,Metallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Driving assistant,Suspension kit,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",38990.0,,106000.0,5.0,5.0,,77.0,,,495.0,CCS,125.0,
