,id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
5,13881387,Car,Volvo,C40,,Black,Not available,Four wheel,"Cruise control: Adaptive,Seat heaters,Hands-free kit,Isofix-ready,Auto hold,Parking camera: Simple camera,Lane departure warning system",53800.0,,12000.0,5.0,4.0,300.0,78.0,,,420.0,Type 2,11.0,
6,13881675,Car,Mercedes-Benz,EQB,,White,Nonmetallic,Four wheel,"Electric seats: With memory,Satellite navigator,Parking camera: Simple camera,Smartphone integration,Blind spot sensor",67300.0,,,7.0,5.0,,66.0,,160000.0,419.0,CCS,100.0,100.0
7,13881685,Car,Mercedes-Benz,EQE,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Leather upholstery,Sun hatch: With panorama,Driving assistant,Air suspension,Smartphone integration",117010.0,,,5.0,5.0,,89.0,,250000.0,536.0,CCS,170.0,170.0
8,13881748,Car,Tesla,Model Y,,White,Not available,Rear wheel,"Leather upholstery,Service manual: Paper,Cruise control: Adaptive,Seat heaters,Sunroof,Isofix-ready,LED-headlights,Parking camera: Simple camera",48900.0,,300.0,5.0,5.0,220.0,0.0,,,,,,
9,13881830,Car,BYD,Atto3,,Red,Not available,Front wheel,"Power steering,Central locking: Keyless,Immobilizer,Traction control,Cruise control: Traditional,On board computer,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Emergency brake assist",37900.0,,13500.0,5.0,5.0,150.0,60.0,,,,,,
10,13881832,Car,BYD,Atto3,,Red,Not available,Front wheel,"Power steering,Central locking: Keyless,Immobilizer,Traction control,Cruise control: Traditional,On board computer,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Electrically operated tailgate,LED-headlights,Emergency brake assist",37900.0,,9500.0,5.0,5.0,150.0,60.48,,,,,,
11,13881872,Car,Volvo,C40,,Black,Metallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",53890.0,,26000.0,5.0,5.0,,0.0,,,,,,
12,13881891,Car,Mercedes-Benz,EQS,,Black,Metallic,Four wheel,"Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",124900.0,,10000.0,5.0,5.0,385.0,0.0,,,,,,
13,13882372,Car,MG,Marvel R,,Blue,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Tire-pressure monitoring system,Traffic sign recognition,Emergency brake assist,Collision avoidance system,Blind spot sensor",38890.0,,32000.0,5.0,5.0,,0.0,,,,,,
14,13882609,Car,Mercedes-Benz,EQC,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Alarm system,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Plug-in charging for hybrid vehicles,Air suspension,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Folding rear seats,Battery preheating",62900.0,2.0,11500.0,5.0,5.0,300.0,80.0,96.0,160000.0,472.0,,110.0,110.0
0,12539329,Car,Audi,e-tron GT,,Blue,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Bluetooth,Sun hatch: With panorama,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Lane departure warning system",99800.0,,8000.0,5.0,4.0,350.0,93.4,,,,,,
1,12579015,Car,Renault,Zoe,,Gray,Not available,Front wheel,"Power windows,Airconditioning: Automatic,Airbag,Driving assistant,Emergency brake assist",27500.0,,530.0,,5.0,80.0,0.0,,,,,,
2,12600975,Car,Nissan,Leaf,40 kWh N-Connecta LED,Red,Nonmetallic,Front wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Cruise control: Traditional,On board computer,Satellite navigator,Driving assistant,Auto hold",27900.0,,12000.0,5.0,5.0,110.0,0.0,,,,,,
3,12646403,Car,Hyundai,Kona,,Gray,Nonmetallic,Front wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Bluetooth,Cruise control: Traditional,Electric seats: Without memory,Parking sensors,Satellite navigator,Rain Sensor,LED-headlights,Parking camera: Simple camera",39990.0,,4000.0,5.0,5.0,,0.0,,,,,,
4,12665495,Car,Porsche,Taycan,,Green,Metallic,Rear wheel,"Power steering,Airconditioning: Automatic,Leather upholstery,ABS brakes,Bluetooth,Traction control,Cruise control: Traditional,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Audio input,Keyless start,LED-headlights,Parking camera: Simple camera,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system",102550.0,,2000.0,5.0,4.0,300.0,78.0,,,400.0,,,
5,12686094,Car,Porsche,Taycan,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,Bluetooth,Immobilizer,Traction control,Cruise control: Traditional,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Sport base,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Air suspension,Start-stop system,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system",122550.0,,2000.0,5.0,4.0,,93.0,,,425.0,CCS,,
6,12756478,Car,Mercedes-Benz,EQB,,Red,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Leather upholstery,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Traction control,Cruise control: Adaptive,On board computer,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Turbo,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: Simple camera,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system",64900.0,,11000.0,5.0,5.0,215.0,66.5,,,419.0,CCS,110.0,110.0
7,12787981,Car,Mercedes-Benz,EQB,,Other,Nonmetallic,Four wheel,"Alloy wheels,Leather upholstery,Radio,Satellite navigator,Smartphone integration",72900.0,,8000.0,5.0,4.0,,0.0,,,,,,
8,12805001,Car,Porsche,Taycan,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Bluetooth,Traction control,Cruise control: Traditional,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Air suspension,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights",124250.0,,2150.0,5.0,5.0,350.0,93.0,,,485.0,,,
9,12805065,Car,Porsche,Taycan,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Radio,Bluetooth,Traction control,Cruise control: Traditional,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Keyless start,LED-headlights,Sport seats,Air suspension,Start-stop system,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights,Collision avoidance system",128880.0,,2100.0,5.0,4.0,390.0,0.0,,,407.0,,,
10,12813833,Car,Volvo,C40,,Other,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Sun hatch: With panorama,Cruise control: Traditional,Seat heaters,Parking sensors,Driving assistant,Rain Sensor,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",53400.0,,,5.0,5.0,170.0,0.0,,,,,,
11,12827804,Car,Nissan,Leaf,,Other,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,On board computer,Parking sensors,Satellite navigator,Driving assistant,Auto hold",29990.0,,,5.0,5.0,110.0,0.0,,,,,,
12,12861258,Car,Audi,e-tron GT RS,,Black,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Multiactive Steering Wheel,Sport base,Sunroof,Isofix-ready,Keyless start,LED-headlights,Sport seats,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor",109900.0,,16500.0,5.0,4.0,440.0,93.0,,,486.0,"CCS,Type 2",268.0,
13,12886352,Car,Volvo,XC40,,Other,Nonmetallic,Front wheel,"Alloy wheels,Airconditioning: Automatic,Airbag,USB,Bluetooth,Cruise control: Traditional,Seat heaters,Parking sensors,Driving assistant,Rain Sensor,Isofix-ready,Auto hold,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Lane departure warning system",51900.0,,,5.0,5.0,170.0,0.0,,,,,,
14,12901702,Car,Maxus,Euniq,,White,Not available,Front wheel,"Cruise control: Adaptive,Electric seats: Without memory,Parking sensors,Sunroof,LED-headlights,Lane departure warning system,Emergency brake assist",49900.0,,,5.0,5.0,130.0,0.0,,,,,,
15,12908766,Car,Mercedes-Benz,EQB,,White,Not available,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Multiactive Steering Wheel,Parking camera: Simple camera,Tire-pressure monitoring system,Smartphone integration",69500.0,,20175.0,,5.0,,0.0,,,,,,
16,12908988,Car,Mercedes-Benz,EQE,,White,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,Immobilizer,Sun hatch: With panorama,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Battery preheating",79900.0,,6000.0,5.0,4.0,,0.0,,,640.0,,,
17,12913396,Car,Mercedes-Benz,EQE,,Gray,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Battery preheating",109870.0,,6000.0,5.0,4.0,,90.6,,,533.0,CCS,170.0,170.0
18,12916489,Car,Mercedes-Benz,EQE,,Gray,Nonmetallic,Rear wheel,"Alloy wheels,Airconditioning: Automatic,Leather upholstery,Airbag,Radio,Satellite navigator,Multiactive Steering Wheel,Parking Assistant,Smartphone integration",79900.0,,15000.0,5.0,4.0,,0.0,,,640.0,CCS,,
19,12918674,Car,Mercedes-Benz,EQE,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Manual,Leather upholstery,Airbag",84900.0,,5000.0,5.0,,,0.0,,,,,,
20,12918789,Car,Mercedes-Benz,EQB,,Other,Nonmetallic,Four wheel,"Leather upholstery,Airbag,Electric seats: With memory,Rain Sensor",61700.0,,3000.0,5.0,5.0,,0.0,,,,,,
21,12920497,Car,Maxus,Euniq,,Black,Not available,Front wheel,"Cruise control: Adaptive,Electric seats: Without memory,Parking sensors,Sunroof,LED-headlights,Lane departure warning system,Emergency brake assist",49900.0,,,5.0,5.0,130.0,0.0,,,,,,
22,12950250,Car,Audi,e-tron GT RS,,Black,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Traction control,Cruise control: Adaptive,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor",159990.0,,30.0,5.0,4.0,600.0,98.0,,,488.0,,,
23,12952097,Car,Nissan,Ariya,,Other,Nonmetallic,Front wheel,"Airconditioning: Automatic,Cruise control: Traditional,LED-headlights",50900.0,,,5.0,5.0,160.0,0.0,,,,,,
24,12979653,Car,Opel,Corsa-e,,Orange,Nonmetallic,Front wheel,"Power windows,Airbag,USB,Bluetooth,Cruise control: Traditional,On board computer,Isofix-ready,Auto hold,LED-headlights,Sport seats,Parking camera: Simple camera,Lane departure warning system",29900.0,,750.0,5.0,5.0,,0.0,,,,,,
25,12989617,Car,Renault,Megane,,White,Nonmetallic,Front wheel,"Power windows,Alloy wheels,Airconditioning: Automatic,Cruise control: Traditional,Parking sensors,Fog lights,Rain Sensor,Parking camera: Simple camera",53900.0,,5000.0,5.0,4.0,,60.0,,,,,,
